"Country","Institute","Site","Latitude","Longitude","Altitude","Plantation","Year","Cultivar","  Clone  ","Rootstock","Beginning of flowering (date)","Full Flowering (date)","End of flowering (date)","Beginning of Maturity (date)","Beginning of flowering","Full Flowering","End of flowering","Beginning of Maturity","Flowering duration"
"France","Sefra","Etoile","44.82","4.89",134,1992,1994,"Negus","V3139",,23/3,25/3,1/4,,81,83,90,,9
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1988,"Hedelfinger",,,26/4,28/4,5/5,,116,118,125,,9
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1984,"Moreau",,"F 12/1",19/4,25/4,28/4,,109,115,118,,9
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1985,"Moreau",,"F 12/1",16/4,19/4,25/4,,105,108,114,,9
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1989,"Lambert",,"Pr frut. Oppenheim",5/4,7/4,14/4,,94,96,103,,9
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2001,2013,"Burlat","V370",,15/4,17/4,24/4,,104,106,113,,9
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2011,2014,"Burlat","V370",,31/3,7/4,9/4,,89,96,98,,9
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2001,2012,"Skeena","V3822",,30/3,2/4,8/4,,88,91,97,,9
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2001,2012,"Sweetheart Sumtare","V3502",,29/3,1/4,7/4,,87,90,96,,9
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2006,2012,"Poisdel","V2890",,27/3,29/3,5/4,,85,87,94,,9
"France","INRA","Toulenne","44.58","-0.28",8,1983,1985,"Duroni 3","V2472","S.L 64",21/4,,30/4,,110,,119,,9
"France","INRA","Toulenne","44.58","-0.28",8,1983,1988,"Duroni 3","V2473","S.L 64",19/4,,28/4,,109,,118,,9
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Napoleon","V2255","S.L 64",17/4,,26/4,,107,,116,,9
"France","INRA","Toulenne","44.58","-0.28",8,1984,1987,"Reverchon","V1814","S.L 64",16/4,,25/4,,105,,114,,9
"France","INRA","Toulenne","44.58","-0.28",8,1993,1996,"Duroni 3","V2472",,16/4,21/4,25/4,,105,110,114,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1984,"Starkrimson","V2395","S.L 64",14/4,,23/4,,104,,113,,9
"France","INRA","Toulenne","44.58","-0.28",8,1986,1988,"Weisse Herzkirche","V2576","S.L 64",14/4,,23/4,,104,,113,,9
"France","INRA","Toulenne","44.58","-0.28",8,1992,1996,"Cerise Corse","V2260",,15/4,18/4,24/4,,104,107,113,,9
"France","INRA","Toulenne","44.58","-0.28",8,2005,2007,"Ferobri","V3223",,14/4,17/4,23/4,,103,106,112,,9
"France","INRA","Toulenne","44.58","-0.28",8,2005,2007,"Reverchon","V1814",,14/4,17/4,23/4,,103,106,112,,9
"France","INRA","Toulenne","44.58","-0.28",8,2004,2010,"Late Maria","V3851",,11/4,15/4,20/4,,100,104,109,,9
"France","INRA","Toulenne","44.58","-0.28",8,2008,2010,"Fertard","V3382",,11/4,14/4,20/4,,100,103,109,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Burlat","V370","S.L 64",9/4,,18/4,,98,,107,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Rainier","V1931","S.L 64",9/4,,18/4,,98,,107,,9
"France","INRA","Toulenne","44.58","-0.28",8,1983,1987,"Arcina Fercer","V2220","S.L 64",9/4,,18/4,,98,,107,,9
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Belge","V2032","S.L 64",8/4,,17/4,,97,,106,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Garnet","V2338","S.L 64",7/4,,16/4,,96,,105,,9
"France","INRA","Toulenne","44.58","-0.28",8,1991,1993,"Olympic","V2914",,7/4,12/4,16/4,,96,101,105,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Stark Hardy Giant","V1927","S.L 64",6/4,,15/4,,95,,104,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Vista","V2219","S.L 64",6/4,,15/4,,95,,104,,9
"France","INRA","Toulenne","44.58","-0.28",8,2010,2014,"Summit","V2017",,6/4,10/4,15/4,,95,99,104,,9
"France","INRA","Toulenne","44.58","-0.28",8,2011,2014,"Summit","V2017",,6/4,10/4,15/4,,95,99,104,,9
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Vicentina","V2000","S.L 64",5/4,,14/4,,94,,103,,9
"France","INRA","Toulenne","44.58","-0.28",8,1979,1982,"Early rivers","V785","S.L 64",4/4,,13/4,,93,,102,,9
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Summit","V2017","S.L 64",4/4,,13/4,,93,,102,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Ruby Maru","V2156","S.L 64",4/4,,13/4,,93,,102,,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Vista","V2221","S.L 64",4/4,,13/4,,93,,102,,9
"France","INRA","Toulenne","44.58","-0.28",8,1998,2006,"Sovereign","V3552",,4/4,8/4,13/4,,93,97,102,,9
"France","INRA","Toulenne","44.58","-0.28",8,1991,1993,"New Moon Sumini","V3028",,1/4,6/4,10/4,,90,95,99,,9
"France","INRA","Toulenne","44.58","-0.28",8,1998,2000,"Gubinska Czarna","V3572",,31/3,2/4,9/4,,89,91,98,,9
"France","INRA","Toulenne","44.58","-0.28",8,2008,2011,"Fertard","V3382",,31/3,5/4,9/4,,89,94,98,,9
"France","INRA","Toulenne","44.58","-0.28",8,1997,1999,"Sweetheart Sumtare","V2696",,30/3,1/4,8/4,,88,90,97,,9
"France","INRA","Toulenne","44.58","-0.28",8,1997,1999,"Sweetheart Sumtare","V3502",,30/3,1/4,8/4,,88,90,97,,9
"France","INRA","Toulenne","44.58","-0.28",8,1998,2006,"Aida","V3583",,30/3,3/4,8/4,,88,92,97,,9
"France","INRA","Toulenne","44.58","-0.28",8,2004,2006,"Arcina Fercer","V2680",,30/3,4/4,8/4,,88,93,97,,9
"France","INRA","Toulenne","44.58","-0.28",8,2003,2006,"Feria","V3657",,29/3,1/4,7/4,,87,90,96,,9
"France","INRA","Toulenne","44.58","-0.28",8,2005,2008,"Arcina Fercer","V2680",,27/3,31/3,5/4,,85,89,94,,9
"France","INRA","Toulenne","44.58","-0.28",8,2001,2006,"Primulat Ferprime","V3094",,26/3,31/3,4/4,,84,89,93,,9
"France","INRA","Toulenne","44.58","-0.28",8,2005,2011,"Napoleon","V1884",,26/3,31/3,4/4,,84,89,93,,9
"France","INRA","Toulenne","44.58","-0.28",8,1988,1991,"Samba Sumste","V2699",,25/3,28/3,3/4,,83,86,92,,9
"France","INRA","Toulenne","44.58","-0.28",8,1992,1998,"Royalton","V3042",,25/3,,3/4,,83,,92,,9
"France","INRA","Toulenne","44.58","-0.28",8,2008,2011,"Ferdouce","V3239",,24/3,28/3,2/4,,82,86,91,,9
"France","INRA","Toulenne","44.58","-0.28",8,1985,1990,"Durone Nero III","V2496",,23/3,26/3,1/4,,81,84,90,,9
"France","INRA","Toulenne","44.58","-0.28",8,1987,1990,"Arcina Fercer","V2220",,22/3,26/3,31/3,,80,84,89,,9
"France","INRA","Toulenne","44.58","-0.28",8,1987,1990,"Arcina Fercer","V2680",,22/3,26/3,31/3,,80,84,89,,9
"France","INRA","Toulenne","44.58","-0.28",8,1987,1990,"Vittoria","V1944",,22/3,26/3,31/3,,80,84,89,,9
"France","INRA","Toulenne","44.58","-0.28",8,2009,2011,"Earlise Rivedel","V3314",,21/3,24/3,30/3,,79,82,88,,9
"France","INRA","Toulenne","44.58","-0.28",8,1987,1990,"Marvin Niram","V2668",,18/3,21/3,27/3,,76,79,85,,9
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Vicentina","V2192",,12/4,16/4,20/4,,101,105,109,,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Cerise Montmorency","V1280",,10/4,15/4,18/4,,99,104,107,,8
"France","Ctifl","Balandran","43.76","4.46",52,1993,1996,"Napoleon","V1884",,10/4,13/4,18/4,,99,102,107,,8
"France","Ctifl","Balandran","43.76","4.46",52,2001,2007,"Ferrovia","V2906",,10/4,14/4,18/4,,99,103,107,,8
"France","Ctifl","Balandran","43.76","4.46",52,1991,1993,"Annelone","V2878",,9/4,13/4,17/4,,98,102,106,,8
"France","Ctifl","Balandran","43.76","4.46",52,1990,1996,"Moreau","V1439",,8/4,12/4,16/4,,97,101,105,,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Lapins","V2180",,7/4,10/4,15/4,,96,99,104,,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Moreau","V1439",,7/4,10/4,15/4,,96,99,104,,8
"France","Ctifl","Balandran","43.76","4.46",52,1983,1993,"Tragana d'Edessa","V2402",,6/4,9/4,14/4,,95,98,103,,8
"France","Ctifl","Balandran","43.76","4.46",52,1985,1988,"Stark Hardy Giant","V1927",,6/4,8/4,14/4,,95,97,103,,8
"France","Ctifl","Balandran","43.76","4.46",52,1991,1993,"Sonata Sumleta","V2940",,5/4,17/4,,,94,106,,,8
"France","Ctifl","Balandran","43.76","4.46",52,1981,1983,"New Moon Sumini","V2215",,4/4,8/4,12/4,,93,97,101,,8
"France","Ctifl","Balandran","43.76","4.46",52,1991,1993,"Isabella","V2877",,31/3,4/4,8/4,,89,93,97,,8
"France","Ctifl","Balandran","43.76","4.46",52,2004,2005,"Sweetheart Sumtare","V3502",,31/3,5/4,8/4,,89,94,97,,8
"France","Ctifl","Balandran","43.76","4.46",52,2001,2004,"Ferobri","V3223",,30/3,3/4,7/4,,88,92,96,,8
"France","Ctifl","Balandran","43.76","4.46",52,2001,2006,"Sweetheart Sumtare","V3502",,30/3,3/4,7/4,,88,92,96,,8
"France","Ctifl","Balandran","43.76","4.46",52,2001,2006,"Sweetheart Sumtare","V3502",,30/3,3/4,7/4,,88,92,96,,8
"France","Ctifl","Balandran","43.76","4.46",52,1988,1994,"Samba Sumste","V2662",,22/3,24/3,30/3,,80,82,88,,8
"France","Ctifl","Balandran","43.76","4.46",52,1989,1994,"Starblush","V2779",,22/3,24/3,30/3,,80,82,88,,8
"France","Ctifl","Balandran","43.76","4.46",52,1990,1994,"Annabella","V2866",,22/3,24/3,30/3,,80,82,88,,8
"France","Ctifl","Balandran","43.76","4.46",52,1997,1998,"Feria","V3386",,22/3,27/3,30/3,,80,85,88,,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1994,"Verdel Ferbolus","V1360",,19/3,24/3,27/3,,77,82,85,,8
"France","Ctifl","Balandran","43.76","4.46",52,1988,1990,"Sweetheart Sumtare","V2696",,18/3,24/3,26/3,,76,82,84,,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1997,"Royalton","V3042",,16/3,19/3,24/3,,74,77,82,,8
"France","Ctifl","Balandran","43.76","4.46",52,1995,1997,"Ferpin","V3242",,15/3,19/3,23/3,,73,77,81,,8
"France","Sefra","Bozas","45.06","4.65",536,1999,2007,"Skeena","V3822",,10/4,13/4,18/4,,99,102,107,,8
"France","Sefra","Bozas","45.06","4.65",536,2001,2007,"Ferobri","V3223",,10/4,16/4,18/4,,99,105,107,,8
"France","Sefra","Bozas","45.06","4.65",536,1999,2007,"Coralise Gardel","V2447",,8/4,13/4,16/4,,97,102,105,,8
"France","Sefra","Bozas","45.06","4.65",536,2001,2007,"Ferobri","V3223",,8/4,13/4,16/4,,97,102,105,,8
"France","Sefra","Etoile","44.82","4.89",134,1992,1996,"Kavics","V2978",,17/4,20/4,25/4,,106,109,114,,8
"France","Sefra","Etoile","44.82","4.89",134,1997,2004,"Regina","V2868",,12/4,19/4,20/4,,101,108,109,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2004,"Summit","V2017",,12/4,17/4,20/4,,101,106,109,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2007,"Ferdiva","V3115",,10/4,13/4,18/4,,99,102,107,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2008,"Ferdiva","V3115",,10/4,13/4,18/4,,99,102,107,,8
"France","Sefra","Etoile","44.82","4.89",134,2006,2010,"Rainier Sport","V3687",,9/4,12/4,17/4,,98,101,106,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2009,"Ziraat","V3675",,5/4,9/4,13/4,,94,98,102,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2007,"Ferlizac","V3868",,5/4,12/4,13/4,,94,101,102,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Summit","V2017",,4/4,7/4,12/4,,93,96,101,,8
"France","Sefra","Etoile","44.82","4.89",134,1997,2005,"Ferpin","V3368",,31/3,6/4,8/4,,89,95,97,,8
"France","Sefra","Etoile","44.82","4.89",134,1997,2005,"Vanda","V2851",,31/3,5/4,8/4,,89,94,97,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Fertille","V3476",,31/3,4/4,8/4,,89,93,97,,8
"France","Sefra","Etoile","44.82","4.89",134,1997,2005,"Sweetheart Sumtare","V2696",,31/3,6/4,8/4,,89,95,97,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2011,"Ferdiva","V3115",,31/3,4/4,8/4,,89,93,97,,8
"France","Sefra","Etoile","44.82","4.89",134,1994,2005,"Primulat Ferprime","V3094",,30/3,3/4,7/4,,88,92,96,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Delice de malicorne Agoudel","V3300",,30/3,4/4,7/4,,88,93,96,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Delice de malicorne Agoudel","V3300",,30/3,4/4,7/4,,88,93,96,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Fertille","V3476",,30/3,4/4,7/4,,88,93,96,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2011,"Grace Star","V3574",,30/3,3/4,7/4,,88,92,96,,8
"France","Sefra","Etoile","44.82","4.89",134,1993,2005,"Primulat Ferprime","V3094",,29/3,3/4,6/4,,87,92,95,,8
"France","Sefra","Etoile","44.82","4.89",134,1997,2005,"Bellise Bedel","V2804",,29/3,4/4,6/4,,87,93,95,,8
"France","Sefra","Etoile","44.82","4.89",134,1999,2005,"Folfer","V3387",,29/3,4/4,6/4,,87,93,95,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2009,"Black Star","V3576",,29/3,1/4,6/4,,87,90,95,,8
"France","Sefra","Etoile","44.82","4.89",134,2007,2012,"Summit","V2017",,29/3,3/4,6/4,,87,92,95,,8
"France","Sefra","Etoile","44.82","4.89",134,2007,2012,"Summit","V2017",,29/3,3/4,6/4,,87,92,95,,8
"France","Sefra","Etoile","44.82","4.89",134,2009,2012,"Summit","V2017",,29/3,3/4,6/4,,87,92,95,,8
"France","Sefra","Etoile","44.82","4.89",134,2010,2012,"Summit","V2017",,28/3,3/4,5/4,,86,92,94,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2012,"Ferdiva","V3115",,27/3,3/4,4/4,,85,92,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2008,2012,"Rainier","V1378",,27/3,2/4,4/4,,85,91,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2010,2012,"Burlat","V370",,27/3,3/4,4/4,,85,92,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2009,2012,"Alex","V3929",,27/3,3/4,4/4,,85,92,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2008,2012,"Sweetheart Sumtare","V3502",,27/3,2/4,4/4,,85,91,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2009,2012,"Sweetheart Sumtare","V3502",,27/3,2/4,4/4,,85,91,93,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2012,"Burlat","V370",,25/3,30/3,2/4,,83,88,91,,8
"France","Sefra","Etoile","44.82","4.89",134,2006,2012,"Sweetheart Sumtare","V3502",,25/3,31/3,2/4,,83,89,91,,8
"France","Sefra","Etoile","44.82","4.89",134,2004,2012,"Black Star","V3576",,22/3,29/3,30/3,,80,87,88,,8
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1984,"Hedelfinger",,"F 12/1",25/4,30/4,3/5,,115,120,123,,8
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1984,"Van",,"F 12/1",25/4,27/4,3/5,,115,117,123,,8
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1983,"Hedelfinger",,"F 12/1",20/4,23/4,28/4,,109,112,117,,8
"Austria","BOKU Vienna","Vienna","48.29","16.43",162,,1983,"Moreau",,"F 12/1",14/4,16/4,22/4,,103,105,111,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2004,2013,"Ziraat","V3675",,20/4,24/4,28/4,,109,113,117,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2001,2013,"Fertard","V3382",,19/4,22/4,27/4,,108,111,116,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2004,2013,"Burlat","V370",,16/4,17/4,24/4,,105,106,113,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2001,2012,"Burlat","V370",,29/3,1/4,6/4,,87,90,95,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2004,2012,"Burlat","V370",,28/3,29/3,5/4,,86,87,94,,8
"France","Sefra","St Laurent d'Agny","45.63","4.68",388,2006,2012,"Fertille","V3476",,28/3,29/3,5/4,,86,87,94,,8
"France","INRA","Toulenne","44.58","-0.28",8,1983,1986,"Duroni 3","V2226","S.L 64",1/5,,9/5,,120,,128,,8
"France","INRA","Toulenne","44.58","-0.28",8,1984,1986,"Burlat","V370","S.L 64",24/4,,2/5,,113,,121,,8
"France","INRA","Toulenne","44.58","-0.28",8,1985,1988,"Durone Nero III","V2496","S.L 64",23/4,,1/5,,113,,121,,8
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Burlat","V370","S.L 64",19/4,,27/4,,109,,117,,8
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Ulster","V1629","S.L 64",19/4,,27/4,,109,,117,,8
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Napoleon","V804","S.L 64",17/4,,25/4,,107,,115,,8
"France","INRA","Toulenne","44.58","-0.28",8,1984,1988,"Ferrovia","V1946","S.L 64",16/4,,24/4,,106,,114,,8
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Di Vignola Primo","V628","S.L 64",15/4,,23/4,,105,,113,,8
"France","INRA","Toulenne","44.58","-0.28",8,1982,1984,"Rubin","V2325","S.L 64",15/4,,23/4,,105,,113,,8
"France","INRA","Toulenne","44.58","-0.28",8,1993,1996,"Summit","V2017",,14/4,18/4,22/4,,103,107,111,,8
"France","INRA","Toulenne","44.58","-0.28",8,1994,1996,"Hedelfingen","V1877",,13/4,18/4,21/4,,102,107,110,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Napoleon","V804","S.L 64",10/4,,18/4,,99,,107,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Vicentina","V2192","S.L 64",10/4,,18/4,,99,,107,,8
"France","INRA","Toulenne","44.58","-0.28",8,1984,1987,"Burlat","V370","S.L 64",10/4,,18/4,,99,,107,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Ulster","V1629","S.L 64",9/4,,17/4,,98,,106,,8
"France","INRA","Toulenne","44.58","-0.28",8,1983,1985,"Stark Hardy Giant","V1927","S.L 64",8/4,,16/4,,97,,105,,8
"France","INRA","Toulenne","44.58","-0.28",8,1984,1987,"Compact Stella","V2462","S.L 64",8/4,,16/4,,97,,105,,8
"France","INRA","Toulenne","44.58","-0.28",8,1984,1987,"Lapins","V2467","S.L 64",8/4,,16/4,,97,,105,,8
"France","INRA","Toulenne","44.58","-0.28",8,1998,2006,"Successa","V3546",,8/4,12/4,16/4,,97,101,105,,8
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Hedelfingen","V2024","S.L 64",6/4,,14/4,,95,,103,,8
"France","INRA","Toulenne","44.58","-0.28",8,1979,1982,"Vittoria","V2026","S.L 64",6/4,,14/4,,95,,103,,8
"France","INRA","Toulenne","44.58","-0.28",8,1980,1982,"Vista","V2066","S.L 64",6/4,,14/4,,95,,103,,8
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Hedelfingen","V1877","S.L 64",5/4,,13/4,,94,,102,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1983,"Lapins","V2180","S.L 64",4/4,,12/4,,93,,101,,8
"France","INRA","Toulenne","44.58","-0.28",8,1996,2006,"Nadino","V3440",,4/4,7/4,12/4,,93,96,101,,8
"France","INRA","Toulenne","44.58","-0.28",8,1998,2000,"Bellise Bedel","V3660",,4/4,7/4,12/4,,93,96,101,,8
"France","INRA","Toulenne","44.58","-0.28",8,1979,1981,"Marmotte","V1429","S.L 64",31/3,,8/4,,89,,97,,8
"France","INRA","Toulenne","44.58","-0.28",8,1997,1999,"Firm Red Marim","V3592",,31/3,4/4,8/4,,89,93,97,,8
"France","INRA","Toulenne","44.58","-0.28",8,2000,2003,"Ferpin","V3368",,30/3,3/4,7/4,,88,92,96,,8
"France","INRA","Toulenne","44.58","-0.28",8,2003,2006,"Arcina Fercer","V2680",,29/3,2/4,6/4,,87,91,95,,8
"France","INRA","Toulenne","44.58","-0.28",8,1992,1994,"Napoleon","V1007",,28/3,31/3,5/4,,86,89,94,,8
"France","INRA","Toulenne","44.58","-0.28",8,2004,2011,"Late Maria","V3851",,27/3,1/4,4/4,,85,90,93,,8
"France","INRA","Toulenne","44.58","-0.28",8,1991,1994,"Isabella","V2877",,26/3,28/3,3/4,,84,86,92,,8
"France","INRA","Toulenne","44.58","-0.28",8,1985,1990,"Burlat","V370",,19/3,22/3,27/3,,77,80,85,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1990,"Garnet","V2155",,16/3,19/3,24/3,,74,77,82,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1990,"Ruby Maru","V2156",,16/3,19/3,24/3,,74,77,82,,8
"France","INRA","Toulenne","44.58","-0.28",8,1981,1991,"Ruby Maru","V2339",,16/3,19/3,24/3,,74,77,82,,8
"France","Ctifl","Balandran","43.76","4.46",52,1983,1986,"Summit","V2017",,17/4,21/4,24/4,,106,110,113,,7
"France","Ctifl","Balandran","43.76","4.46",52,1994,1996,"Duroni 3","V2472",,15/4,19/4,22/4,,104,108,111,,7
"France","Ctifl","Balandran","43.76","4.46",52,1994,1996,"Linda","V2930",,15/4,19/4,22/4,,104,108,111,,7
"France","Ctifl","Balandran","43.76","4.46",52,1984,1988,"Hedelfingen","V1877",,13/4,18/4,20/4,,102,107,109,,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1993,"Cristalina Sumnue","V2948",,13/4,17/4,20/4,,102,106,109,,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1996,"Annelone","V2878",,12/4,15/4,19/4,,101,104,108,,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1996,"Hedelfingen","V1877",,11/4,15/4,18/4,,100,104,107,,7
"France","Ctifl","Balandran","43.76","4.46",52,1988,1993,"Weisse Herzkirche","V2576",,7/4,12/4,14/4,,96,101,103,,7
"France","Ctifl","Balandran","43.76","4.46",52,1992,1995,"Summit","V2017",,7/4,11/4,14/4,,96,100,103,,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1995,"Napoleon Compact","V2850",,6/4,11/4,13/4,,95,100,102,,7
"France","Ctifl","Balandran","43.76","4.46",52,1992,1995,"Margit","V2977",,6/4,12/4,13/4,,95,101,102,,7
"France","Ctifl","Balandran","43.76","4.46",52,2004,2005,"Ferlizac","V3868",,5/4,7/4,12/4,,94,96,101,,7
"France","Ctifl","Balandran","43.76","4.46",52,2004,2005,"Ferpact","V3658",,5/4,7/4,12/4,,94,96,101,,7
"France","Ctifl","Balandran","43.76","4.46",52,1990,1995,"Moreau","V1439",,31/3,6/4,7/4,,89,95,96,,7
"France","Ctifl","Balandran","43.76","4.46",52,2001,2003,"Ferobri","V3223",,31/3,3/4,7/4,,89,92,96,,7
"France","Ctifl","Balandran","43.76","4.46",52,1997,1998,"Belle de Fabrega","V3200",,30/3,2/4,6/4,,88,91,95,,7
"France","Ctifl","Balandran","43.76","4.46",52,1992,1995,"Garnet","V2155",,25/3,28/3,1/4,,83,86,90,,7
"France","Ctifl","Balandran","43.76","4.46",52,1990,1994,"Uriase de Bistrita","V2776",,23/3,24/3,30/3,,81,82,88,,7
"France","Ctifl","Balandran","43.76","4.46",52,1986,1994,"Francesca","V2550",,18/3,21/3,25/3,,76,79,83,,7
"France","Ctifl","Balandran","43.76","4.46",52,1986,1994,"Isabella","V2552",,16/3,17/3,23/3,,74,75,81,,7
"France","Sefra","Bozas","45.06","4.65",536,2004,2008,"Fertard","V3382",,21/4,23/4,28/4,,110,112,117,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2013,"Grace Star","V3574",,12/4,14/4,19/4,,101,103,108,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2013,"Ferdouce","V3239",,10/4,11/4,17/4,,99,100,106,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2007,"Firm Red Marim","V3661",,9/4,13/4,16/4,,98,102,105,,7
"France","Sefra","Etoile","44.82","4.89",134,2005,2007,"Burlat","V370",,9/4,11/4,16/4,,98,100,105,,7
"France","Sefra","Etoile","44.82","4.89",134,2001,2009,"Staccato","V3554",,2/4,6/4,9/4,,91,95,98,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2009,"Ferdiva","V3115",,1/4,6/4,8/4,,90,95,97,,7
"France","Sefra","Etoile","44.82","4.89",134,1999,2006,"Folfer","V3387",,31/3,5/4,7/4,,89,94,96,,7
"France","Sefra","Etoile","44.82","4.89",134,1999,2009,"Burlat","V370",,30/3,2/4,6/4,,88,91,95,,7
"France","Sefra","Etoile","44.82","4.89",134,2001,2003,"Feria","V3657",,29/3,2/4,5/4,,87,91,94,,7
"France","Sefra","Etoile","44.82","4.89",134,2006,2008,"Baia","V3967",,28/3,31/3,4/4,,86,89,93,,7
"France","Sefra","Etoile","44.82","4.89",134,2009,2012,"Glacier","V4355",,28/3,3/4,4/4,,86,92,93,,7
"France","Sefra","Etoile","44.82","4.89",134,2010,2012,"Sweetheart Sumtare","V3502",,28/3,3/4,4/4,,86,92,93,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2009,"Ferdouce","V3239",,27/3,30/3,3/4,,85,88,92,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2011,"Folfer","V3387",,27/3,29/3,3/4,,85,87,92,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2012,"Grace Star","V3574",,27/3,2/4,3/4,,85,91,92,,7
"France","Sefra","Etoile","44.82","4.89",134,2010,2012,"Pico Color","V3665",,27/3,2/4,3/4,,85,91,92,,7
"France","Sefra","Etoile","44.82","4.89",134,2010,2012,"Pico Negro","V3667",,27/3,2/4,3/4,,85,91,92,,7
"France","Sefra","Etoile","44.82","4.89",134,2006,2012,"Burlat","V370",,26/3,1/4,2/4,,84,90,91,,7
"France","Sefra","Etoile","44.82","4.89",134,2009,2012,"Rainier","V1378",,26/3,1/4,2/4,,84,90,91,,7
"France","Sefra","Etoile","44.82","4.89",134,2001,2012,"Staccato","V3554",,26/3,1/4,2/4,,84,90,91,,7
"France","Sefra","Etoile","44.82","4.89",134,1999,2012,"Burlat","V370",,25/3,30/3,1/4,,83,88,90,,7
"France","Sefra","Etoile","44.82","4.89",134,2004,2012,"Grace Star","V3574",,25/3,30/3,1/4,,83,88,90,,7
