"Country","Institute","Site","Latitude","Longitude","Altitude","Plantation","Year","Cultivar","  Clone  ","Rootstock","Beginning of flowering (date)","Full Flowering (date)","End of flowering (date)","Beginning of Maturity (date)","Beginning of flowering","Full Flowering","End of flowering","Beginning of Maturity","Flowering duration"
"France","Sefra","Etoile","44.82","4.89",134,1990,1995,"Bigalise Enjidel","V2805",,5/4,8/4,20/4,14/6,94,97,109,164,15
"France","Centrex","Torreilles","42.76","2.98",10,2001,2011,"Staccato","V3430",,21/3,27/3,5/4,14/6,79,85,94,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1999,2004,"Rainier","V1378",,14/4,21/4,29/4,14/6,103,110,118,164,15
"France","INRA","Toulenne","44.58","-0.28",8,2001,2004,"Summit","V2017",,13/4,20/4,28/4,14/6,102,109,117,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1997,2004,"Kordia","V2509",,12/4,20/4,27/4,14/6,101,109,116,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1986,1992,"Sylvia","V2588",,10/4,17/4,25/4,14/6,99,106,114,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1988,1992,"Sylvia","V2703",,9/4,14/4,24/4,14/6,98,103,113,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1990,1996,"Satin Sumele","V2836",,6/4,11/4,21/4,14/6,95,100,110,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1999,2007,"Ziraat","V3675",,6/4,14/4,21/4,14/6,95,103,110,164,15
"France","INRA","Toulenne","44.58","-0.28",8,2001,2007,"Regina","V2868",,6/4,14/4,21/4,14/6,95,103,110,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1999,2002,"Duroni 3","V2472",,2/4,7/4,17/4,14/6,91,96,106,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1994,2000,"Sunburst","V2182",,2/4,8/4,17/4,14/6,91,97,106,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1988,1993,"Bianca di Verona","V1945",,30/3,7/4,14/4,14/6,88,96,103,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1993,1998,"Napoleon","V1884",,28/3,,12/4,14/6,86,,101,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1995,2001,"Ferrador","V3371",,28/3,31/3,12/4,14/6,86,89,101,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1995,2000,"Kordia","V2509",,28/3,8/4,12/4,14/6,86,97,101,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1997,2003,"Hedelfingen","V2024",,28/3,3/4,12/4,14/6,86,92,101,164,15
"France","INRA","Toulenne","44.58","-0.28",8,1997,1999,"Van","V1903",,25/3,1/4,9/4,14/6,83,90,98,164,15
"France","Sefra","Etoile","44.82","4.89",134,1990,1993,"Annabella","V2866",,11/4,19/4,25/4,14/6,100,108,114,164,14
"France","Sefra","Etoile","44.82","4.89",134,1988,1993,"Cristalina Sumnue","V2688",,9/4,16/4,23/4,14/6,98,105,112,164,14
"France","Sefra","Etoile","44.82","4.89",134,1994,1996,"Stark Hardy Giant","V1927",,8/4,14/4,22/4,14/6,97,103,111,164,14
"France","Sefra","Etoile","44.82","4.89",134,1991,1993,"New Moon Sumini","V3028",,5/4,13/4,19/4,14/6,94,102,108,164,14
"France","Sefra","Etoile","44.82","4.89",134,1986,1991,"Celeste Sumpaca","V2466",,25/3,31/3,8/4,14/6,83,89,97,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1984,1986,"Giorgia","V2396","S.L 64",25/4,,9/5,14/6,114,,128,164,14
"France","INRA","Toulenne","44.58","-0.28",8,2001,2004,"Ulster","V1629",,14/4,20/4,28/4,14/6,103,109,117,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1991,1996,"Sumbola","V2957",,10/4,15/4,24/4,14/6,99,104,113,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1997,2004,"Stella","V2080",,6/4,12/4,20/4,14/6,95,101,109,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1996,2000,"Cristalina Sumnue","V3531",,5/4,12/4,19/4,14/6,94,101,108,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1993,2000,"Sunburst","V2182",,1/4,8/4,15/4,14/6,90,97,104,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1983,1989,"Hedelfingen","V1877",,31/3,3/4,14/4,14/6,89,92,103,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1994,1999,"Sunburst","V2182",,30/3,4/4,13/4,14/6,88,93,102,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1998,2000,"Sonata Sumleta","V3541",,28/3,1/4,11/4,14/6,86,90,100,164,14
"France","INRA","Toulenne","44.58","-0.28",8,1992,2000,"Napoleon","V1007",,24/3,2/4,7/4,14/6,82,91,96,164,14
"France","INRA","Toulenne","44.58","-0.28",8,,2014,"Hedelfingen",,,24/3,30/3,7/4,14/6,82,88,96,164,14
"France","Sefra","Etoile","44.82","4.89",134,1990,1996,"Vanda","V2851",,11/4,15/4,24/4,14/6,100,104,113,164,13
"France","Sefra","Etoile","44.82","4.89",134,1994,1996,"Early Van Compact","V3306",,9/4,13/4,22/4,14/6,98,102,111,164,13
"France","Sefra","Etoile","44.82","4.89",134,1994,1996,"Early Van Compact","V3307",,9/4,13/4,22/4,14/6,98,102,111,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1990,1992,"Belge","V2032",,11/4,15/4,24/4,14/6,100,104,113,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1981,1988,"Sunburst","V2182","S.L 64",10/4,,23/4,13/6,100,,113,164,13
"France","INRA","Toulenne","44.58","-0.28",8,2001,2007,"Duroni 3","V2472",,8/4,14/4,21/4,14/6,97,103,110,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1990,1996,"Rainier","V1931",,7/4,10/4,20/4,14/6,96,99,109,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1999,2003,"Duroni 3","V2472",,4/4,10/4,17/4,14/6,93,99,106,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1996,1999,"Napoleon","V1884",,31/3,4/4,13/4,14/6,89,93,102,164,13
"France","INRA","Toulenne","44.58","-0.28",8,2006,2010,"Rainier","V1378",,31/3,6/4,13/4,14/6,89,95,102,164,13
"France","INRA","Toulenne","44.58","-0.28",8,,2010,"Stark Hardy Giant",,,31/3,7/4,13/4,14/6,89,96,102,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1997,2003,"Hedelfingen","V1877",,30/3,3/4,12/4,14/6,88,92,101,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1999,2003,"Kutahya","V3676",,30/3,4/4,12/4,14/6,88,93,101,164,13
"France","INRA","Toulenne","44.58","-0.28",8,2000,2005,"Stark Hardy Giant","V1927",,30/3,4/4,12/4,14/6,88,93,101,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1997,2005,"Fertille","V3476",,29/3,,11/4,14/6,87,,100,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1992,1999,"Napoleon","V1884",,27/3,1/4,9/4,14/6,85,90,98,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1995,2001,"Sumcoja","V3428",,27/3,1/4,9/4,14/6,85,90,98,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1992,2000,"Napoleon","V1884",,25/3,2/4,7/4,14/6,83,91,96,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1992,1999,"Rainier","V1378",,25/3,30/3,7/4,14/6,83,88,96,164,13
"France","INRA","Toulenne","44.58","-0.28",8,1994,2002,"Zaicourtif","V2789",,21/3,29/3,3/4,14/6,79,87,92,164,13
"France","Ctifl","Balandran","43.76","4.46",52,2008,2013,"Rainier","V1378",,11/4,13/4,23/4,14/6,100,102,112,164,12
"France","Ctifl","Balandran","43.76","4.46",52,2001,2012,"Staccato","V3430",,25/3,30/3,6/4,14/6,83,88,95,164,12
"France","Ctifl","Balandran","43.76","4.46",52,1984,1989,"Ero","V2545",,24/3,29/3,5/4,14/6,82,87,94,164,12
"France","Ctifl","Balandran","43.76","4.46",52,1995,1998,"Sweetheart Sumtare","V2465",,22/3,28/3,3/4,14/6,80,86,92,164,12
"France","Sefra","Etoile","44.82","4.89",134,1997,1999,"Giulietta","V3194",,31/3,2/4,12/4,14/6,89,91,101,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1990,1993,"Graffioni","V2903",,17/4,22/4,29/4,14/6,106,111,118,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1997,2004,"Summit","V2017",,14/4,20/4,26/4,14/6,103,109,115,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1985,1993,"Kordia","V2509",,8/4,13/4,20/4,14/6,97,102,109,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1996,2000,"Cristalina Sumnue","V3532",,6/4,12/4,18/4,14/6,95,101,107,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1979,1985,"Summit","V2017","S.L 64",5/4,,17/4,14/6,94,,106,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1982,1985,"Stark Hardy Giant","V1927","S.L 64",5/4,,17/4,14/6,94,,106,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1981,1988,"Rainier","V1931","S.L 64",3/4,,15/4,13/6,93,,105,164,12
"France","INRA","Toulenne","44.58","-0.28",8,1998,2002,"Van","V1903",,22/3,28/3,3/4,14/6,80,86,92,164,12
"France","Ctifl","Balandran","43.76","4.46",52,2004,2013,"Summit","V2017",,13/4,16/4,24/4,14/6,102,105,113,164,11
"France","Ctifl","Balandran","43.76","4.46",52,2004,2006,"Tragana Edessis Agra","V3681",,7/4,10/4,18/4,14/6,96,99,107,164,11
"France","Ctifl","Balandran","43.76","4.46",52,1990,1993,"Van","V1903",,5/4,10/4,16/4,14/6,94,99,105,164,11
"France","Ctifl","Balandran","43.76","4.46",52,1984,1989,"Belge","V1929",,3/4,8/4,14/4,14/6,92,97,103,164,11
"France","Ctifl","Balandran","43.76","4.46",52,2008,2012,"Sweetheart Sumtare","V3502",,30/3,3/4,10/4,14/6,88,92,99,164,11
"France","Ctifl","Balandran","43.76","4.46",52,1999,2004,"Sweetheart Sumtare","V2696",,29/3,6/4,9/4,14/6,87,95,98,164,11
"France","Ctifl","Balandran","43.76","4.46",52,1986,1991,"Francesca","V2550",,22/3,30/3,2/4,14/6,80,88,91,164,11
"France","Sefra","Etoile","44.82","4.89",134,1991,1996,"Poisdel","V2890",,10/4,16/4,21/4,14/6,99,105,110,164,11
"France","Sefra","Etoile","44.82","4.89",134,2004,2014,"Belge","V3768",,31/3,5/4,11/4,14/6,89,94,100,164,11
"France","Sefra","Etoile","44.82","4.89",134,2008,2011,"Sweetheart Sumtare","V3502",,30/3,5/4,10/4,14/6,88,94,99,164,11
"Spain","IMIDA","Jumilla","38.04","-1.98",395,,2010,"Symphony",,,31/3,5/4,11/4,14/6,89,94,100,164,11
"France","INRA","Toulenne","44.58","-0.28",8,1990,1993,"Graffioni","V2031",,19/4,22/4,30/4,14/6,108,111,119,164,11
"France","INRA","Toulenne","44.58","-0.28",8,1983,1987,"Summit","V2017","S.L 64",11/4,,22/4,14/6,100,,111,164,11
"France","INRA","Toulenne","44.58","-0.28",8,1983,1987,"Hedelfingen","V2349","S.L 64",9/4,,20/4,14/6,98,,109,164,11
"France","INRA","Toulenne","44.58","-0.28",8,1979,1985,"Stark Hardy Giant","V1927","S.L 64",5/4,,16/4,14/6,94,,105,164,11
"France","INRA","Toulenne","44.58","-0.28",8,2004,2006,"Fermina","V3122",,30/3,4/4,10/4,14/6,88,93,99,164,11
"France","Ctifl","Balandran","43.76","4.46",52,2010,2013,"Summit","V2017",,17/4,19/4,27/4,14/6,106,108,116,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2009,2013,"Summit","V2017",,16/4,19/4,26/4,14/6,105,108,115,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2004,2006,"Belge","V3567",,11/4,15/4,21/4,14/6,100,104,110,164,10
"France","Ctifl","Balandran","43.76","4.46",52,1994,1996,"Zaicourtif","V2789",,9/4,14/4,19/4,14/6,98,103,108,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2007,2013,"Stark Hardy Giant","V1927",,9/4,13/4,19/4,14/6,98,102,108,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2001,2005,"Rubin","V2775",,8/4,14/4,18/4,14/6,97,103,107,164,10
"France","Ctifl","Balandran","43.76","4.46",52,1999,2004,"Regina","V2868",,7/4,11/4,17/4,14/6,96,100,106,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2001,2003,"Regina","V2868",,7/4,13/4,17/4,14/6,96,102,106,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2004,2007,"Tragana Edessis Agra","V3681",,7/4,13/4,17/4,14/6,96,102,106,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2002,2004,"Imperiale","V2865",,6/4,11/4,16/4,14/6,95,100,105,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2007,2012,"Sweetheart Sumtare","V3502",,30/3,2/4,9/4,14/6,88,91,98,164,10
"France","Sefra","Etoile","44.82","4.89",134,1994,1996,"Summit","V2017",,15/4,18/4,25/4,14/6,104,107,114,164,10
"France","Sefra","Etoile","44.82","4.89",134,1992,1996,"Brooks","V2929",,12/4,15/4,22/4,14/6,101,104,111,164,10
"France","Sefra","Etoile","44.82","4.89",134,1994,1996,"Garnet","V2155",,7/4,13/4,17/4,14/6,96,102,106,164,10
"France","INRA","Toulenne","44.58","-0.28",8,1991,1996,"Annelone","V2878",,14/4,18/4,24/4,14/6,103,107,113,164,10
"France","INRA","Toulenne","44.58","-0.28",8,1984,1987,"Stark Hardy Giant","V1927","S.L 64",8/4,,18/4,14/6,97,,107,164,10
"France","INRA","Toulenne","44.58","-0.28",8,1988,1995,"Napoleon","V1884",,4/4,7/4,14/4,14/6,93,96,103,164,10
"France","INRA","Toulenne","44.58","-0.28",8,1998,2002,"Stark Hardy Giant","V1927",,22/3,28/3,1/4,14/6,80,86,90,164,10
"France","Ctifl","Balandran","43.76","4.46",52,2008,2013,"Summit","V2017",,16/4,18/4,25/4,14/6,105,107,114,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1989,1996,"Badacsony","V2672",,13/4,17/4,22/4,14/6,102,106,111,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1991,1996,"Badacsony","V2672",,12/4,17/4,21/4,14/6,101,106,110,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1991,1996,"Sunburst","V2182",,10/4,14/4,19/4,14/6,99,103,108,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1990,1996,"Van","V1903",,8/4,13/4,17/4,14/6,97,102,106,164,9
"France","Ctifl","Balandran","43.76","4.46",52,2001,2010,"Skeena","V3822",,8/4,12/4,17/4,14/6,97,101,106,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Stark Hardy Giant","V1927",,7/4,12/4,16/4,14/6,96,101,105,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1986,1989,"Sylvia","V2557",,5/4,8/4,14/4,14/6,94,97,103,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1995,1999,"Imperiale","V2865",,30/3,3/4,8/4,14/6,88,92,97,164,9
"France","Sefra","Etoile","44.82","4.89",134,1991,1996,"Adelise","V2799",,10/4,14/4,19/4,14/6,99,103,108,164,9
"France","Sefra","Etoile","44.82","4.89",134,1990,1993,"Bigalise Enjidel","V2805",,7/4,10/4,16/4,14/6,96,99,105,164,9
"France","Sefra","Etoile","44.82","4.89",134,1996,1999,"Giulietta","V3319",,31/3,2/4,9/4,14/6,89,91,98,164,9
"France","Sefra","Etoile","44.82","4.89",134,1996,1999,"Van","V1903",,29/3,1/4,7/4,14/6,87,90,96,164,9
"France","Sefra","Etoile","44.82","4.89",134,2006,2011,"Sweetheart Sumtare","V3502",,29/3,3/4,7/4,14/6,87,92,96,164,9
"France","Sefra","Etoile","44.82","4.89",134,2007,2011,"Sweetheart Sumtare","V3502",,29/3,1/4,7/4,14/6,87,90,96,164,9
"France","INRA","Toulenne","44.58","-0.28",8,1982,1986,"Guillaume","V935","S.L 64",26/4,,5/5,14/6,115,,124,164,9
"France","INRA","Toulenne","44.58","-0.28",8,1981,1987,"Napoleon","V804","S.L 64",11/4,,20/4,14/6,100,,109,164,9
"France","INRA","Toulenne","44.58","-0.28",8,1984,1989,"Lapins","V2467",,29/3,31/3,7/4,14/6,87,89,96,164,9
"France","INRA","Toulenne","44.58","-0.28",8,1996,1999,"Van","V1903",,27/3,3/4,5/4,14/6,85,92,94,164,9
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Bianca di Verona","V1945",,8/4,12/4,16/4,14/6,97,101,105,164,8
"France","Ctifl","Balandran","43.76","4.46",52,1991,1995,"Olympic","V2914",,6/4,11/4,14/4,14/6,95,100,103,164,8
"France","Ctifl","Balandran","43.76","4.46",52,1986,1989,"Lapins","V2180",,28/3,2/4,5/4,14/6,86,91,94,164,8
"France","Ctifl","Balandran","43.76","4.46",52,1986,1989,"Viscount","V2546",,28/3,2/4,5/4,14/6,86,91,94,164,8
"France","Sefra","Etoile","44.82","4.89",134,1991,1993,"Celeste Sumpaca","V3027",,13/4,18/4,21/4,14/6,102,107,110,164,8
"France","Sefra","Etoile","44.82","4.89",134,2009,2011,"Sweetheart Sumtare","V3502",,30/3,3/4,7/4,14/6,88,92,96,164,8
"France","INRA","Toulenne","44.58","-0.28",8,1983,1987,"Sam","V1264","S.L 64",14/4,,22/4,14/6,103,,111,164,8
"France","INRA","Toulenne","44.58","-0.28",8,1979,1982,"Stark Hardy Giant","V1927","S.L 64",6/4,,14/4,14/6,95,,103,164,8
"France","INRA","Toulenne","44.58","-0.28",8,1995,1999,"Sumcoja","V3428",,28/3,2/4,5/4,14/6,86,91,94,164,8
"France","INRA","Toulenne","44.58","-0.28",8,1999,2003,"Symphony","V3635",,25/3,30/3,2/4,14/6,83,88,91,164,8
"France","Ctifl","Balandran","43.76","4.46",52,1992,1996,"Noire de Meched","V2678",,12/4,15/4,19/4,14/6,101,104,108,164,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1993,"Summit","V2017",,11/4,13/4,18/4,14/6,100,102,107,164,7
"France","Ctifl","Balandran","43.76","4.46",52,1990,1996,"Vesseau","V2044",,5/4,8/4,12/4,14/6,94,97,101,164,7
"France","Ctifl","Balandran","43.76","4.46",52,1995,1999,"Successa","V2356",,31/3,2/4,7/4,14/6,89,91,96,164,7
"France","Ctifl","Balandran","43.76","4.46",52,1991,1995,"Sonata Sumleta","V2940",,30/3,3/4,6/4,14/6,88,92,95,164,7
"France","Ctifl","Balandran","43.76","4.46",52,1986,1989,"Hedelfingen","V1877",,29/3,2/4,5/4,14/6,87,91,94,164,7
"France","Sefra","Etoile","44.82","4.89",134,1992,1996,"Margit","V2977",,17/4,19/4,24/4,14/6,106,108,113,164,7
"France","INRA","Toulenne","44.58","-0.28",8,1980,1985,"Stark Hardy Giant","V1927","S.L 64",4/4,,11/4,14/6,93,,100,164,7
"France","INRA","Toulenne","44.58","-0.28",8,1981,1989,"Lapins","V2180",,26/3,29/3,1/4,14/6,84,87,90,164,6
"France","Ctifl","Balandran","43.76","4.46",52,1991,1996,"Fougerouse","V2842",,15/4,15/4,19/4,14/6,104,104,108,164,4
"France","Ctifl","Balandran","43.76","4.46",52,2001,2004,"Regina","V2868",,7/4,14/4,,14/6,96,103,,164,
"France","Sefra","Etoile","44.82","4.89",134,1980,1993,"Summit","V2017",,9/4,15/4,,14/6,98,104,,164,
"France","Centrex","Torreilles","42.76","2.98",10,2004,2013,"Summit","V2017",,13/4,17/4,,13/6,102,106,,163,
"France","Centrex","Torreilles","42.76","2.98",10,2004,2013,"Black Star","V3576",,28/3,3/4,,13/6,86,92,,163,
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Ferrovia","V2907",,30/3,5/4,25/4,13/6,88,94,114,163,26
"France","INRA","Toulenne","44.58","-0.28",8,1988,1992,"Stark Hardy Giant","V1927",,24/3,7/4,19/4,13/6,82,96,108,163,26
"France","Sefra","Etoile","44.82","4.89",134,1988,1990,"Sonnet","V2700",,23/3,2/4,17/4,13/6,81,91,106,163,25
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Graffioni","V2031",,6/4,16/4,1/5,13/6,95,105,120,163,25
"France","Sefra","Etoile","44.82","4.89",134,1996,2000,"Arcina Fercer","V2680",,26/3,5/4,19/4,13/6,84,94,108,163,24
"France","Ctifl","Balandran","43.76","4.46",52,1996,1998,"Duroni 3","V2472",,31/3,11/4,23/4,13/6,89,100,112,163,23
"France","Sefra","Etoile","44.82","4.89",134,1996,2001,"Arcina Fercer","V2680",,26/3,2/4,18/4,13/6,84,91,107,163,23
"France","INRA","Toulenne","44.58","-0.28",8,,2013,"Arcina Fercer",,,1/4,11/4,24/4,13/6,90,100,113,163,23
"France","INRA","Toulenne","44.58","-0.28",8,1982,1988,"Di Vignola Primo","V628","S.L 64",30/3,,21/4,12/6,89,,111,163,22
"France","INRA","Toulenne","44.58","-0.28",8,2006,2013,"Folfer","V3387",,26/3,5/4,17/4,13/6,84,94,106,163,22
"France","Sefra","Etoile","44.82","4.89",134,1980,1994,"Summit","V2017",,25/3,29/3,15/4,13/6,83,87,104,163,21
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Ferrovia","V1946",,27/3,2/4,17/4,13/6,85,91,106,163,21
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Cerise Montmorency","V2913",,25/3,1/4,15/4,13/6,83,90,104,163,21
"France","INRA","Toulenne","44.58","-0.28",8,2003,2007,"Rainier","V1378",,24/3,7/4,14/4,13/6,82,96,103,163,21
"France","INRA","Toulenne","44.58","-0.28",8,1993,1997,"Reverchon","V1814",,18/3,27/3,8/4,13/6,76,85,97,163,21
"France","Sefra","Etoile","44.82","4.89",134,1996,2000,"Duroni 3","V2472",,5/4,12/4,25/4,13/6,94,101,114,163,20
"France","Sefra","Etoile","44.82","4.89",134,1997,2000,"Duroni 3","V2472",,5/4,14/4,25/4,13/6,94,103,114,163,20
"France","Sefra","Etoile","44.82","4.89",134,1990,1994,"Sunburst","V2182",,24/3,29/3,13/4,13/6,82,87,102,163,20
"France","Sefra","Etoile","44.82","4.89",134,1994,1997,"Hedelfingen","V1877",,19/3,28/3,8/4,13/6,77,86,97,163,20
"France","Centrex","Torreilles","42.76","2.98",10,1999,2010,"Sweetheart Sumtare","V3502",,31/3,5/4,20/4,13/6,89,94,109,163,20
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Nordwunder","V2035",,28/3,2/4,17/4,13/6,86,91,106,163,20
"France","INRA","Toulenne","44.58","-0.28",8,2004,2007,"Rainier","V1378",,25/3,5/4,14/4,13/6,83,94,103,163,20
"France","Sefra","Etoile","44.82","4.89",134,1996,2001,"Duroni 3","V2472",,4/4,9/4,23/4,13/6,93,98,112,163,19
"France","Sefra","Etoile","44.82","4.89",134,1991,1994,"Sandra Rose","V2943",,25/3,1/4,13/4,13/6,83,90,102,163,19
"France","Sefra","Etoile","44.82","4.89",134,1991,1994,"Sumesi","V2951",,23/3,28/3,11/4,13/6,81,86,100,163,19
"France","Sefra","Etoile","44.82","4.89",134,1982,1990,"Napoleon","V804",,21/3,26/3,9/4,13/6,79,84,98,163,19
"France","INRA","Toulenne","44.58","-0.28",8,1997,2000,"Van","V1903",,23/3,6/4,11/4,13/6,81,95,100,163,19
"France","Ctifl","Balandran","43.76","4.46",52,1995,2003,"Cerise Montmorency","V1280",,5/4,16/4,23/4,13/6,94,105,112,163,18
"France","Sefra","Etoile","44.82","4.89",134,1985,1988,"Coralise Gardel","V2447",,11/4,15/4,29/4,13/6,100,104,118,163,18
"France","Sefra","Etoile","44.82","4.89",134,1990,1994,"Summit","V2017",,24/3,29/3,11/4,13/6,82,87,100,163,18
"France","INRA","Toulenne","44.58","-0.28",8,1990,1992,"Regina","V2868",,10/4,20/4,28/4,13/6,99,109,117,163,18
"France","INRA","Toulenne","44.58","-0.28",8,2004,2010,"Babelle","V3962",,28/3,3/4,15/4,13/6,86,92,104,163,18
"France","INRA","Toulenne","44.58","-0.28",8,1982,1990,"Cerise Montmorency","V1280",,25/3,1/4,12/4,13/6,83,90,101,163,18
"France","INRA","Toulenne","44.58","-0.28",8,1983,1990,"Simone Chaleat","V2480",,24/3,31/3,11/4,13/6,82,89,100,163,18
"France","INRA","Toulenne","44.58","-0.28",8,2004,2009,"Rainier","V1378",,20/3,27/3,7/4,13/6,78,85,96,163,18
"France","INRA","Toulenne","44.58","-0.28",8,1983,1989,"Duroni 3","V2472",,4/4,13/4,21/4,13/6,93,102,110,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1983,1989,"Duroni 3","V2473",,4/4,13/4,21/4,13/6,93,102,110,163,17
"France","INRA","Toulenne","44.58","-0.28",8,2008,2013,"Folfer","V3387",,1/4,9/4,18/4,13/6,90,98,107,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1984,1989,"Reverchon","V1814",,31/3,6/4,17/4,13/6,89,95,106,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1995,2001,"Sumcoro","V3432",,30/3,4/4,16/4,13/6,88,93,105,163,17
"France","INRA","Toulenne","44.58","-0.28",8,2004,2010,"Rainier","V1378",,29/3,7/4,15/4,13/6,87,96,104,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1994,1998,"Rainier","V1931",,27/3,,13/4,13/6,85,,102,163,17
"France","INRA","Toulenne","44.58","-0.28",8,2002,2007,"Rainier","V1931",,27/3,5/4,13/4,13/6,85,94,102,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1990,1994,"Gege","V2683",,24/3,31/3,10/4,13/6,82,89,99,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1998,2002,"Emperor Francis","V3291",,23/3,30/3,9/4,13/6,81,88,98,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1990,1997,"Rubin","V2775",,21/3,27/3,7/4,13/6,79,85,96,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1993,1997,"Duroni 3","V2472",,21/3,28/3,7/4,13/6,79,86,96,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1993,1997,"Verdel Ferbolus","V1360",,20/3,26/3,6/4,13/6,78,84,95,163,17
"France","INRA","Toulenne","44.58","-0.28",8,1994,1997,"Hedelfingen","V1877",,17/3,24/3,3/4,13/6,75,82,92,163,17
"France","Sefra","Etoile","44.82","4.89",134,1984,1988,"Delice de malicorne Agoudel","V2446",,8/4,15/4,24/4,13/6,97,104,113,163,16
"France","Sefra","Etoile","44.82","4.89",134,1990,1994,"Sumesi","V2838",,23/3,26/3,8/4,13/6,81,84,97,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1981,1986,"New Star","V2181","S.L 64",16/4,,2/5,13/6,105,,121,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1989,1996,"Sunburst","V2182",,9/4,15/4,25/4,13/6,98,104,114,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1990,1996,"Sunburst","V2182",,8/4,13/4,24/4,13/6,97,102,113,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1991,1996,"Glacier","V2917",,7/4,13/4,23/4,13/6,96,102,112,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1994,1996,"Rainier","V1378",,7/4,13/4,23/4,13/6,96,102,112,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1984,1989,"Belge","V1929",,1/4,8/4,17/4,13/6,90,97,106,163,16
"France","INRA","Toulenne","44.58","-0.28",8,1990,1992,"Satin Sumele","V2836",,29/3,6/4,14/4,13/6,87,95,103,163,16
